name,ctype,csubtype,contract,address,all_categories
Dexalot,DeFi,DEX,ProxyAdmin,0x15764530c716cefad9cbd2310d722704d03de875,DeFi::DEX;DeFi::Cross Chain;DeFi::Trading Interfaces
Dirol,DeFi,DEX,CoreAggregator,0x77e73c3fcd3fedba383025cde4a5b97733a34c2e,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Dirol,DeFi,DEX,LimitOrderModule,0xa82098c33c75a4a1e20e06f352732910c75c690d,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Fibrous,DeFi,DEX,FibrousSettler,0x274602a953847d807231d2370072f5f4e4594b44,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces
Kansei,DeFi,DEX,BDeployer,0x0493b0f962346aadcab77abc6d24a9c69a74962b,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,CDeployer,0x58ba4db931da0509b7f0b7477925de3e9a20ce1a,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiFarm,0xcb79e3edb6bf3d7e66e3f685cd9f2373f462f4f3,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiLendFactory,0x2632662f3750ee27b025d44adff0b86839d0bec1,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiLendRouter,0x4834a84c17c2a449054e0ad1e0fc63cd5512bfd2,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiLendVaultTokenFactory,0xfd792edce7926484c560466a6a4c7952602670ea,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiPoints,0xe665de7aad6b20cafa4bee85b6b27a4000b106e4,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiToken,0xda3a330073c10eb00afc322f77bc24ed289d083f,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,KanseiVault,0xad2074ebbd819f47ac936cdadc5f3fc8a6609f00,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,PriceOracle,0xeba09adcb1d0052745ceadf0e9c3a87e2ab11b2f,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,V2Factory,0x6b672532b4347b56236ceed8a2410aec4395fdb2,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,V2Router,0x33d4220003a120b07f0a764a6c9a70e6d328c461,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,stMON,0x8f8420cfed0b9f84f3b4c593494d288f8a4a84c4,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kansei,DeFi,DEX,wstMON,0x41d5ef83d666bed43d78bc467c844512f27f5d03,DeFi::DEX;DeFi::Liquid Staking;DeFi::Leveraged Farming;DeFi::Lending;DeFi::Stableswap;DeFi::Yield
Kuru,DeFi,DEX,KuruFlowEntryPoint,0xb3e6778480b2e488385e8205ea05e20060b813cb,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,KuruFlowRouter,0x465d06d4521ae9ce724e0c182daad5d8a2ff7040,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,KuruForwarder,0x974e61bba9c4704e8bcc1923fdc3527b41323faa,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,MarginAccount,0x2a68ba1833cdf93fa9da1eebd7f46242ad8e90c5,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,MonadDeployer,0xe29309e308af3ee3b1a414e97c37a58509f27d1e,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,Router,0xd651346d7c789536ebf06dc72ae3c8502cd695cc,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,Vault,0x4869a4c7657cef5e5496c9ce56dde4cd593e4923,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
Kuru,DeFi,DEX,Vault2,0xd6eae39b96fbdb7daa2227829be34b4e1bc9069a,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Launchpads;DeFi::Memecoin;DeFi::Stableswap;DeFi::Trading Interfaces
KyberSwap,DeFi,DEX,DSLOProtocol,0xcab2fa2eeab7065b45cbcf6e3936dde2506b4f6c,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces;DeFi::Cross Chain
KyberSwap,DeFi,DEX,KSZapRouterPosition,0x89c91686948c3bc9a5bdf7a2a773ea71530a233e,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces;DeFi::Cross Chain
KyberSwap,DeFi,DEX,MetaAggregationRouterV2,0x6131b5fae19ea4f9d964eac0408e4408b66337b5,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces;DeFi::Cross Chain
KyberSwap,DeFi,DEX,UniswapV4KEMHook,0x4445520306c9c70952bdfec28f3989f53d9f80c4,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces;DeFi::Cross Chain
LFJ,DeFi,DEX,DexLens,0x7ac3dd4b5a3f7013116d8a28f0579a678282ea5c,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,Joe,0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeAggregatorRouter,0x45a62b090df48243f12a21897e7ed91863e2c86b,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeRouterForwarderLogic,0xf780668669c193b5d2cf22b8420473fa1e3ee3d1,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeRouterLogic,0xf8155bca49576b54018311c6129bda088605b88b,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeV1Factory,0xe32d45c2b1c17a0fe0de76f1ebfa7c44b7810034,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeV1Quoter,0xf57b8a91f775b01d53450d7cb4d2a99ba989fd19,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,JoeV1Router,0x4face5b0ef2757ceb9151d14c036a1135931c70e,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LBFactory,0xb43120c4745967fa9b93e79c149e66b0f2d6fe0c,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LBHooksLens,0x6124086b90ab910038e607aa1bdd67b284c31c98,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LBHooksManager,0x3a8e1be95467690f7c592b596e42d11b3710c633,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LBQuoter,0x9a550a522bbadfb69019b0432800ed17855a51c3,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LBRouter,0x18556da13313f3532c54711497a8fedac273220e,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LimitOrderV2,0xdbeeb3fb3e864e490e71b1d5c86c3de683ca4626,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,LiquidityHelperContract,0xa5c68c9e55dde3505e60c4b5eae411e2977dfb35,DeFi::DEX;DeFi::Memecoin
LFJ,DeFi,DEX,TMFactory,0xe70d21ad211db6dcd3f54b9804a1b64bb21b17b1,DeFi::DEX;DeFi::Memecoin
Matcha,DeFi,DEX,0xSettlerDeployer,0x00000000000004533fe15556b1e086bb1a72ceae,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Matcha,DeFi,DEX,AllowanceHolder,0x0000000000001ff3684f28c67538d4d072c22734,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Matcha,DeFi,DEX,MonadBridgeSettler,0xb40e9939bb598c38665a5c99c68020eeb8cf49fb,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Matcha,DeFi,DEX,MonadSettler,0x478cf28fd1ba92a6afd04f44b05833f6df7f1486,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Matcha,DeFi,DEX,MonadSettlerIntent,0xb2376d1183829f444e0ffe9ef1ffaf1b483b84f3,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Matcha,DeFi,DEX,MonadSettlerMetaTxn,0xfb36b62145a4b272bc804e5e1b41ddbf4bff4cf4,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Stableswap;DeFi::Trading Interfaces;DeFi::Cross Chain
Monday Trade,DeFi,DEX,Aggregator,0xad8974d98f7fc386e396ffe826b886cf20afe232,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,Gate,0x2e32345bf0592bff19313831b99900c530d37d90,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,Instrument,0x73ada1ea346cc3908f41cf67a040f0acd7808be0,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,Instrument2,0x44b60b6af9b615a5cf2d366e2143582557cff711,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,Instrument3,0x8c5243a6a4c6c7a82d954c8ff29e0611e25ac33e,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,MondayConfig3,0xdc67221ea8d223e0a1d0948edecb634caf190ec9,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,MondayFactory,0xc1e98d0a2a58fb8abd10ccc30a58efff4080aa21,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,NFTPositionManager,0x68b507bf58ed32173f41ff20aa2494a569daec44,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,QuoterV2,0xb97ecd41aef0f842e773c8f9905919cde49880c9,DeFi::DEX;DeFi::Perpetuals / Derivatives
Monday Trade,DeFi,DEX,SwapRouter,0xfe951b693a2fe54be5148614b109e316b567632f,DeFi::DEX;DeFi::Perpetuals / Derivatives
Nabla Finance,DeFi,DEX,BackstopPool,0x11b06ef8adc5ea73841023cb39be614f471213cc,DeFi::DEX;DeFi::Yield
Nabla Finance,DeFi,DEX,Nabla Oracle,0x42bd4a41a42a9001092baeba2957e15c835ff3ae,DeFi::DEX;DeFi::Yield
Nabla Finance,DeFi,DEX,Nabla Portal,0x8955c84452f6686ff61e60b2a4b125ae3171bb08,DeFi::DEX;DeFi::Yield
Nabla Finance,DeFi,DEX,Portal,0xb361f3e5bb3614be2b1c247683cb5636840ffb70,DeFi::DEX;DeFi::Yield
Nabla Finance,DeFi,DEX,Router,0x610748f49774c062467c7ae1ec9e4729ffe94577,DeFi::DEX;DeFi::Yield
OctoSwap,DeFi,DEX,NonfungiblePositionManager,0x16eb676bbbe51eb6e4e9ddf57bfbee0537aa4d7b,DeFi::DEX
OctoSwap,DeFi,DEX,NonfungibleTokenPositionDescriptor,0x2ff18d8ca8447db19392aa3e27dcb640cee83882,DeFi::DEX
OctoSwap,DeFi,DEX,OctoSwapV2Factory,0x30db57a29acf3641dfc3885af2e5f1f5a408d9cb,DeFi::DEX
OctoSwap,DeFi,DEX,OctoswapV1Factory,0xce104732685b9d7b2f07a09d828f6b19786cda32,DeFi::DEX
OctoSwap,DeFi,DEX,OctoswapV1Router,0x60fd5aa15debd5ffdefb5129fd9fd8a34d80d608,DeFi::DEX
OctoSwap,DeFi,DEX,OctoswapV2Router,0xbfd2cf709a17c4eee8daaf3b96e134408881259e,DeFi::DEX
OctoSwap,DeFi,DEX,QuoterV2,0xf27ba2b4ee5580cb2a14fdf98cb981ff0ae149f4,DeFi::DEX
OctoSwap,DeFi,DEX,UniversalRouter,0x241bf19641839b249e8174bd22facd3d3ac0642a,DeFi::DEX
OpenOcean,DeFi,DEX,OpenOceanExchangeProxy,0x6352a56caadc4f1e25cd6c75970fa768a3304e64,DeFi::DEX;DeFi::DEX Aggregator;DeFi::Trading Interfaces;DeFi::Cross Chain
OrbiterFinance,DeFi,DEX,AggregatorRouter,0x70f6060fc8b01b56869feba8361df468f98c2900,DeFi::DEX;Infra::Interoperability
PancakeSwap,DeFi,DEX,MixedRouteQuoterV1,0x77b482d9a4e391d682c857c630b8d869fdee5c44,DeFi::DEX
PancakeSwap,DeFi,DEX,NfpTokenDescriptor,0xb099b459887bc759dbf0293e12d3dfcd0c456cff,DeFi::DEX
PancakeSwap,DeFi,DEX,NonfungiblePositionManager,0x46a15b0b27311cedf172ab29e4f4766fbe7f4364,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeInterfaceMulticall,0xac1ce734566f390a94b00eb9bf561c2625bf44ea,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeInterfaceMulticallV2,0x3095ec7d29b588283bab3184fae4decd54d5d811,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV2Factory,0x02a84c1b3bbd7401a5f7fa98a384ebc70bb5749e,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV2Router,0xb1bc24c34e88f7d43d5923034e3a14b24daacff9,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV3Factory,0x0bfbcf9fa4f9c56b0f40a671ad40e0805a091865,DeFi::DEX
PancakeSwap,DeFi,DEX,PancakeV3PoolDeployer,0x41ff9aa7e16b8b1a8a8dc4f0efacd93d02d071c9,DeFi::DEX
PancakeSwap,DeFi,DEX,QuoterV2_periphery,0xb048bbc1ee6b733fffcfb9e9cef7375518e25997,DeFi::DEX
PancakeSwap,DeFi,DEX,QuoterV2_smartRouter,0x4c650fb471fe4e0f476fd3437c3411b1122c4e3b,DeFi::DEX
PancakeSwap,DeFi,DEX,Router,0x23682a588cf2601aca977df200938634c9f7d552,DeFi::DEX
PancakeSwap,DeFi,DEX,SmartRouter,0x21114915ac6d5a2e156931e20b20b038ded0be7c,DeFi::DEX
PancakeSwap,DeFi,DEX,SwapRouter,0x1b81d678ffb9c0263b24a97847620c99d213eb14,DeFi::DEX
PancakeSwap,DeFi,DEX,TickLens,0x9a489505a00ce272eaa5e07dba6491314cae3796,DeFi::DEX
PancakeSwap,DeFi,DEX,TokenValidator,0xfcb76dfdf9c79ae5d334c0e1901449c8a893df22,DeFi::DEX
PancakeSwap,DeFi,DEX,V3Migrator,0xbc203d7f83677c7ed3f7acec959963e7f4ecc5c2,DeFi::DEX
PinotFinance,DeFi,DEX,AssetHelper,0x14b8190e024f10a4f0ac0d118af3f5807fa3fe12,DeFi::DEX
PinotFinance,DeFi,DEX,Ballot,0x3cbe70c025f045acacfbec5119d70b6ebd076b9a,DeFi::DEX
PinotFinance,DeFi,DEX,Emission,0x0d96571886fe0cbcafef3109e8b569c7498ed3fc,DeFi::DEX
PinotFinance,DeFi,DEX,GovernanceToken,0x89975e0fa4e663bb3d52ce699bdc792ad24c7273,DeFi::DEX
PinotFinance,DeFi,DEX,NonfungiblePositionManager,0xb8058cdbc6cdc4b0aa0aa00a7ecf7caaf1441392,DeFi::DEX
PinotFinance,DeFi,DEX,PersonalAssetManagerFactory,0xa217276c368c9f548f9838863904be3f9f0d9844,DeFi::DEX
PinotFinance,DeFi,DEX,Quoter,0x22e3d8acb2b32f138018732b6f034e05a46e42f8,DeFi::DEX
PinotFinance,DeFi,DEX,QuoterV2,0xfb72484a019f2458b8b609d9230f320f5371a3e3,DeFi::DEX
PinotFinance,DeFi,DEX,SegmentedElectorFactory(V3),0xcae374853e8d37c2c8fc6fea770629054c391756,DeFi::DEX
PinotFinance,DeFi,DEX,SegmentedElectorFactory(v2),0xd7f63bbb5f866258eb9b9112b6a940d35dbaeb4f,DeFi::DEX
PinotFinance,DeFi,DEX,SwapRouter,0x252b9c1a6c9867a514ea70fe9bbb23621acc1a50,DeFi::DEX
PinotFinance,DeFi,DEX,TickLens,0xbc3e14cdbfdd8bb58d1b9a7aa20c316e6b32643d,DeFi::DEX
PinotFinance,DeFi,DEX,UniswapInterfaceMulticall,0xa8f00b0df5d4ada95fc89e8c389819594ef45720,DeFi::DEX
PinotFinance,DeFi,DEX,UniswapV2Factory,0x82a70cabe732542996a57455affec578b4061322,DeFi::DEX
PinotFinance,DeFi,DEX,UniswapV2GaugeFactory,0x0a99443b8d303d443bd86186c68c78f3a55c5487,DeFi::DEX
PinotFinance,DeFi,DEX,UniswapV2Router,0x452146eb925f089a5999976674f40692ad44549c,DeFi::DEX
PinotFinance,DeFi,DEX,UniswapV3Factory,0x7716f310d62aee3d009fd94067c627fe7e2f2aa9,DeFi::DEX
PinotFinance,DeFi,DEX,UniversalRouter,0x7f00f30d518737a6de6e2a4c9da39d356ca3a737,DeFi::DEX
Purps,DeFi,DEX,PurpsRouter04,0x17b4b5f99ec25aaaa644107f86a7756212d4d026,DeFi::DEX;DeFi::Perpetuals / Derivatives;DeFi::Launchpads
Purps,DeFi,DEX,PurpsV2Factory,0xafe4d3eb898591ace6285176b26f0f5beb894447,DeFi::DEX;DeFi::Perpetuals / Derivatives;DeFi::Launchpads
Purps,DeFi,DEX,PurpsV2Router02,0x22adf91b491abc7a50895cd5c5c194eccc93f5e2,DeFi::DEX;DeFi::Perpetuals / Derivatives;DeFi::Launchpads
Skate AMM,DeFi,DEX,ActionBox,0x430b6e7f7d43d70786267af7a5b2c1831372ca24,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,EventEmitter,0xfbd495862410c549f200ce224ad3d02a0bae260d,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,ExecutorRegistry,0x0ca6db88ad5eec56ca982fb96a24ad2172b4a0ef,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,PeripheryManager,0xa5646a57eb83ad2636c08b592d7714d860be9fa8,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,PeripheryPoolImplementation,0x4b13d62a8209b3b25edca3046dcb83167f9fea94,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,Pool_USDC_AUSD_1bps,0x0b6414df25eb6d23b7089055885c3d9058b33dee,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,Pool_WMON_USDC_5bps,0xc2be4b8852e37ecf979b3e2b5d58162719303804,DeFi::DEX;Infra::Interoperability
Skate AMM,DeFi,DEX,SkateGateway,0x79e31a114e6d2f16e1e2a3ec47c82fac520881a4,DeFi::DEX;Infra::Interoperability
SomeSwap,DeFi,DEX,SomeFactory,0x00008a3c1077325bb19cd93e5a0f1e95144700fa,DeFi::DEX
SomeSwap,DeFi,DEX,SomeLiquidityLocker,0x001176f5ef99f53eae957bb2fb2ae93e9b6f110c,DeFi::DEX
SomeSwap,DeFi,DEX,SomeRouter,0x000799b28ae9c3e9ca70b7ff67b191519ab80fee,DeFi::DEX
Swaap,DeFi,DEX,SafeguardFactory,0xcc74bd5d8d2d333d14475e022325555eba3369b8,DeFi::DEX
Swaap,DeFi,DEX,Vault,0xd315a9c38ec871068fec378e4ce78af528c76293,DeFi::DEX
Swyrl,DeFi,DEX,MixedRouteQuoterV1,0xe6c40d7cdc1f1622ddf2af41ae8c4230a587d133,DeFi::DEX
Swyrl,DeFi,DEX,NonfungiblePositionManager,0xa6931259b8921f2ed1e7b6c2e657e82873c195ed,DeFi::DEX
Swyrl,DeFi,DEX,NonfungibleTokenPositionDescriptor,0x10974f1aee2983b052cd0ef2321fa7d3edf2b426,DeFi::DEX
Swyrl,DeFi,DEX,Quoter,0xfdd71e68fe7c3565c5feae6bf3057f9841fe1f8d,DeFi::DEX
Swyrl,DeFi,DEX,QuoterV2,0x65552047e14028b6c20eb58f305f7663d87013a1,DeFi::DEX
Swyrl,DeFi,DEX,SwapRouter,0xa1164853b6ad6efc8b28deca0ae5ccbf5ce88328,DeFi::DEX
Swyrl,DeFi,DEX,SwapRouter02,0xd8de315ee724cefd5a4f215dae3d6729e5150a90,DeFi::DEX
Swyrl,DeFi,DEX,Swyrl,0x32d14d57c60a4a213eb4cf76cb805776d869bffb,DeFi::DEX
Swyrl,DeFi,DEX,SwyrlV2Factory,0xd158cdfec90e9429a290c3144afeb72e8c23603a,DeFi::DEX
Swyrl,DeFi,DEX,SwyrlV2Router,0x020e762d529628add359a9f4d2f63a3bcfe373bd,DeFi::DEX
Swyrl,DeFi,DEX,SwyrlV3Factory,0x02a898f85a6984213ac6d2577ff3406394172abf,DeFi::DEX
Swyrl,DeFi,DEX,SwyrlV3PoolDeployer,0x66ae3f94eb3ab532cc4f8fc8700f6d7488e40a4f,DeFi::DEX
Swyrl,DeFi,DEX,TickLens,0x95d4063ad9ceda0d83428986d23baa9ed5163f58,DeFi::DEX
Swyrl,DeFi,DEX,UniswapInterfaceMulticall,0xb79ba9375fc66c4ddf236bed3d53ef6213aac7b6,DeFi::DEX
Swyrl,DeFi,DEX,UniversalRouter,0x6b096391742baaed539ad25f44dc775065f73322,DeFi::DEX
Taya Finance,DeFi,DEX,TayaSwapFactory,0x6874896a6f61b0d8937dbb2546092cafab0e4b20,DeFi::DEX
Taya Finance,DeFi,DEX,TayaSwapRouter,0xcd4b41946c92c224d5fb934729225608255c280b,DeFi::DEX
Uniswap,DeFi,DEX,FeeOnTransferDetector,0x5c834b6cac4173bfe288c5722a38e04b9e366e30,DeFi::DEX
Uniswap,DeFi,DEX,NFTDescriptor,0x2e9d45bb7b30549f5216813ada9a6b7982c5b3ed,DeFi::DEX
Uniswap,DeFi,DEX,NonfungiblePositionManager,0x7197e214c0b767cfb76fb734ab638e2c192f4e53,DeFi::DEX
Uniswap,DeFi,DEX,NonfungibleTokenPositionDescriptor,0x315e413a11ab0df498ef83873012430ca36638ae,DeFi::DEX
Uniswap,DeFi,DEX,PoolManager,0x188d586ddcf52439676ca21a244753fa19f9ea8e,DeFi::DEX
Uniswap,DeFi,DEX,PositionDescriptor,0x5770d2914355a6d0a39a70aeea9bcce55df4201b,DeFi::DEX
Uniswap,DeFi,DEX,PositionManager,0x5b7ec4a94ff9bedb700fb82ab09d5846972f4016,DeFi::DEX
Uniswap,DeFi,DEX,Quoter,0x2d01411773c8c24805306e89a41f7855c3c4fe65,DeFi::DEX
Uniswap,DeFi,DEX,QuoterV2,0x661e93cca42afacb172121ef892830ca3b70f08d,DeFi::DEX
Uniswap,DeFi,DEX,StateView,0x77395f3b2e73ae90843717371294fa97cc419d64,DeFi::DEX
Uniswap,DeFi,DEX,SwapRouter,0xd6145b2d3f379919e8cdeda7b97e37c4b2ca9c40,DeFi::DEX
Uniswap,DeFi,DEX,SwapRouter02,0xfe31f71c1b106eac32f1a19239c9a9a72ddfb900,DeFi::DEX
Uniswap,DeFi,DEX,TickLens,0xf025e0fe9e331a0ef05c2ad3c4e9c64b625cda6f,DeFi::DEX
Uniswap,DeFi,DEX,UniswapInterfaceMulticall,0xd1b797d92d87b688193a2b976efc8d577d204343,DeFi::DEX
Uniswap,DeFi,DEX,UniswapV2Factory,0x182a927119d56008d921126764bf884221b10f59,DeFi::DEX
Uniswap,DeFi,DEX,UniswapV2Router02,0x4b2ab38dbf28d31d467aa8993f6c2585981d6804,DeFi::DEX
Uniswap,DeFi,DEX,UniswapV3Factory,0x204faca1764b154221e35c0d20abb3c525710498,DeFi::DEX
Uniswap,DeFi,DEX,UniversalRouter,0x0d97dc33264bfc1c226207428a79b26757fb9dc3,DeFi::DEX
Uniswap,DeFi,DEX,V3Migrator,0x7078c4537c04c2b2e52ddba06074dbdacf23ca15,DeFi::DEX
Uniswap,DeFi,DEX,V4Quoter,0xa222dd357a9076d1091ed6aa2e16c9742dd26891,DeFi::DEX
WooFi,DeFi,DEX,IntegrationHelper (token info),0xaee024faa57c4db20ac0666a1d5297d5f1c95afe,DeFi::DEX
WooFi,DeFi,DEX,WooAccessManager,0xaf558f888e138ca9416111ec7ae8e28354cd9239,DeFi::DEX
WooFi,DeFi,DEX,WooFeeManager,0xc45b55032cafeaff3b8057d52758d8f8211da54d,DeFi::DEX
WooFi,DeFi,DEX,WooPPV2,0x5520385bfcf07ec87c4c53a7d8d65595dff69fa4,DeFi::DEX
WooFi,DeFi,DEX,WooRebateManager,0x7616614084e040028d6a61c0f3a9699c121a6500,DeFi::DEX
WooFi,DeFi,DEX,WooRouterV2,0x4c4af8dbc524681930a27b2f1af5bcc8062e6fb7,DeFi::DEX
WooFi,DeFi,DEX,WooracleV2.1,0x2a375567f5e13f6bd74fda7627df3b1af6bfa5a6,DeFi::DEX
iZiSwap,DeFi,DEX,factory,0x8c7d3063579bdb0b90997e18a770eae32e1ebb08,DeFi::DEX
iZiSwap,DeFi,DEX,flashModule,0xbd6aba1ef82a4cd6e15cb05e95f433ef48dfb5df,DeFi::DEX
iZiSwap,DeFi,DEX,limitOrderManager,0x02f55d53dce23b4aa962cc68b0f685f26143bdb2,DeFi::DEX
iZiSwap,DeFi,DEX,limitOrderModule,0xe96526e92ee57bbd468da1721987aa988b008768,DeFi::DEX
iZiSwap,DeFi,DEX,limitOrderWithSwapManager,0x2db0afd0045f3518c77ec6591a542e326befd3d7,DeFi::DEX
iZiSwap,DeFi,DEX,liquidityManager,0x19b683a2f45012318d9b2ae1280d68d3ec54d663,DeFi::DEX
iZiSwap,DeFi,DEX,liquidityModule,0xf4efdb5a1e852f78e807fae7100b1d38351e38c7,DeFi::DEX
iZiSwap,DeFi,DEX,locker,0x3f559139c2fc7b97ad6fe9b4d1f75149f551db18,DeFi::DEX
iZiSwap,DeFi,DEX,multicall,0x14323afbc2b82fe58f0d9c203830ee969b4d1be2,DeFi::DEX
iZiSwap,DeFi,DEX,oracle,0x04830cfced9772b8acbaf76cfc7a630ad82c9148,DeFi::DEX
iZiSwap,DeFi,DEX,quoter,0x3ef68d3f7664b2805d4e88381b64868a56f88bc4,DeFi::DEX
iZiSwap,DeFi,DEX,quoterWithLim,0x33531bdbfe34fa6fd5963d0423f7699775aacaaf,DeFi::DEX
